text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
"I want to ask, have you ever been worried about the things you like? Even because you really like it, you feel like it's a part of your life. But every time you do or remember it you get worried. What do you think you should do? :(",1,0.061205409,0.015306965,0.68192637,0.009513184,0.166253358,0.037814226,0.027980456,POSITIVE,0.9901706576347351,POSITIVE,0.9901706576347351
"However, every time I picket, I'm always nervous: ""Even though I'm just a picket, I'm really scared, I'm excited:""",1,0.001427398,0.000861957,0.984666944,0.002675251,0.006511122,0.001434505,0.002422723,POSITIVE,0.9978662133216858,POSITIVE,0.9978662133216858
BY GOD I'M STILL WORRY.,1,0.091421805,0.184464872,0.022576546,0.080973387,0.260665715,0.122573718,0.23732391,NEGATIVE,0.9966975450515747,NEGATIVE,0.9966975450515747
"time goes on..days go on..at the same time my heart is getting restless and hurt...oh Allah I know you are testing me with this patience, and you are testing me with everything that happens..forgive me who is starting to weaken and lose enthusiasm for keep fighting and survive...",1,0.010843712,0.000520654,0.97914952,0.000954558,0.001791343,0.004173865,0.002566377,POSITIVE,0.635435163974762,POSITIVE,0.635435163974762
I want to exhale the restlessness in my chest with my breath,1,0.114753254,0.190533012,0.0669953,0.005636837,0.13932471,0.471876115,0.010880742,POSITIVE,0.993164598941803,POSITIVE,0.993164598941803
Why every morning I want to sleep I'm restless ,1,0.002716027,0.002608309,0.975015104,0.000850506,0.010197919,0.006786835,0.001825448,NEGATIVE,0.9987603425979614,NEGATIVE,0.9987603425979614
"Anxious alone, sad alone, not having peace",1,0.001403178,0.002804257,0.012704526,0.001446643,0.011183033,0.968589723,0.001868546,NEGATIVE,0.9988686442375183,NEGATIVE,0.9988686442375183
"What's wrong I'm worried, oh I hope it's okay",1,0.014319173,0.002600648,0.891532004,0.008720024,0.022775535,0.041890681,0.018161967,POSITIVE,0.9142172336578369,POSITIVE,0.9142172336578369
"I really like this, I'm nervous about things I'm not sure about, I don't know why but I feel really nervous. WEIRD.",1,0.001586647,0.00374373,0.969288468,0.002237863,0.012031285,0.002362394,0.008749668,NEGATIVE,0.833743691444397,NEGATIVE,0.833743691444397
"I'm so nervous, why?",1,0.001082797,0.000781727,0.988485813,0.001133869,0.002728027,0.002003553,0.003784195,NEGATIVE,0.9982845187187195,NEGATIVE,0.9982845187187195
but my heart is still restless even though my mouth is talking,1,0.002357646,0.000398119,0.990892172,0.000562538,0.001191612,0.002446123,0.002151684,NEGATIVE,0.9664842486381531,NEGATIVE,0.9664842486381531
Since then I was restless to the point of choking. What's wrong?,1,0.003297347,0.006854062,0.971662462,0.000640395,0.010652645,0.002905445,0.00398755,NEGATIVE,0.9995129108428955,NEGATIVE,0.9995129108428955
"Starting to worry again if you have a lot of schedules, even though yesterday it was neatly arranged. How come biso missed ouch :')",1,0.006934287,0.001689731,0.888668239,0.004795128,0.025560863,0.02083458,0.051517088,NEGATIVE,0.9996552467346191,NEGATIVE,0.9996552467346191
"Adf-my does anyone know why I am here? I've been feeling restless since yesterday, like worrying/worrying too much, suddenly feeling sad, just scared. But I also don't know why",1,0.000966585,0.000421562,0.991672099,0.000678055,0.001232123,0.00345778,0.001571744,NEGATIVE,0.999401330947876,NEGATIVE,0.999401330947876
"Gegana, restless, speechless, I don't know what the cause is:""",1,0.010891179,0.004843329,0.955702066,0.00104358,0.016507586,0.005086841,0.005925377,NEGATIVE,0.9988735318183899,NEGATIVE,0.9988735318183899
I'm lazy.. I'm so nervous,1,0.001301477,0.000697885,0.983860612,0.001548539,0.003940599,0.006408467,0.002242482,NEGATIVE,0.9996802806854248,NEGATIVE,0.9996802806854248
Happy but also worried.,1,0.003267056,0.001676594,0.002989227,0.279610723,0.024318239,0.64409101,0.044047158,POSITIVE,0.9980559349060059,POSITIVE,0.9980559349060059
It's anxious to worry,1,0.004283913,0.002158867,0.947777927,0.001744161,0.026933001,0.011096265,0.006005886,NEGATIVE,0.995960533618927,NEGATIVE,0.995960533618927
"Honestly, I'm really nervous",1,0.001035673,0.00089702,0.990089059,0.001324082,0.003284964,0.001616691,0.001752508,NEGATIVE,0.9951876401901245,NEGATIVE,0.9951876401901245
"Here from now on, my heart is restless",1,0.00301699,0.001182088,0.986139774,0.000628233,0.003608809,0.003916414,0.001507696,NEGATIVE,0.980034351348877,NEGATIVE,0.980034351348877
"Later when you are tired of the new one, and then you look back and feel guilty for me, don't be a bit nervous. Trust me, I have forgiven you. Even though I will never accept you again.",1,0.009736612,0.039795682,0.186510012,0.011427598,0.089549415,0.660486162,0.00249451,POSITIVE,0.9973171353340149,POSITIVE,0.9973171353340149
"I need adit not for stalking or for strange things because I myself have started to learn not to stalk just because I'm afraid that mental disorders will get worse even though I still feel anxious and afraid if I don't stalk, I can hold it so that Adit doesn't feel disturbed",1,0.004142264,0.001405783,0.918827534,0.001332398,0.003233668,0.069604754,0.001453658,NEGATIVE,0.9106379151344299,NEGATIVE,0.9106379151344299
Keep restless astagfirullah,1,0.009712083,0.001879385,0.935192227,0.001491003,0.036635648,0.008890987,0.006198557,NEGATIVE,0.9897397756576538,NEGATIVE,0.9897397756576538
"I'm excited but I don't know why, there's no reason, I'm nervous, I have a stomach ache but I'm scared, I know I'm tired, this is the third time today, hah â€” hah :)",1,0.002812701,0.000684541,0.981301546,0.005170935,0.003080456,0.002711378,0.004238553,NEGATIVE,0.9970171451568604,NEGATIVE,0.9970171451568604
"Always worried about the future, even though today has not changed.",1,0.008056425,0.002603665,0.945090175,0.002738292,0.023845905,0.010497516,0.007168012,NEGATIVE,0.5653124451637268,NEGATIVE,0.5653124451637268
"every time you worry, why is the disease running to your stomach?",1,0.009127436,0.004025365,0.92997849,0.002637854,0.025131283,0.01079816,0.018301308,NEGATIVE,0.9905462265014648,NEGATIVE,0.9905462265014648
"If you're nervous looking for the best position before going to sleep, it feels like someone's watching you ™„",1,0.002519165,0.001940085,0.979308069,0.001603306,0.009067173,0.001512385,0.004049858,NEGATIVE,0.982212245464325,NEGATIVE,0.982212245464325
Restless and agitated,1,0.83915931,0.013037923,0.112530299,0.000681451,0.019506091,0.012993076,0.002091785,NEGATIVE,0.9989123344421387,NEGATIVE,0.9989123344421387
"In the evening, towards the morning. A little worried, a lot of longing",1,0.00628055,0.002345581,0.617130578,0.011223872,0.047352616,0.293559283,0.02210756,NEGATIVE,0.8646582365036011,NEGATIVE,0.8646582365036011
"Some days, I don't think I'm doing well, so I feel like I'm really crying, scared, anxious, just sad. until I think of this when I cry, does my fast break or not?",1,0.000901691,0.000515113,0.982653677,0.000891378,0.002642656,0.010176019,0.002219415,NEGATIVE,0.9989295601844788,NEGATIVE,0.9989295601844788
"It's been a few days when I sleep by default I'm afraid, restless, nervous, feel alone, sometimes my breath is really heavy.....why is that... like I'm afraid of being restless, oh my God",1,0.000817299,0.000473526,0.992130578,0.000675159,0.00158662,0.002707384,0.001609442,NEGATIVE,0.9970932006835938,NEGATIVE,0.9970932006835938
"tired of overtingking, tired of worrying too much, tired of being tired",1,0.022053391,0.002407233,0.004115654,0.006158287,0.026927523,0.931230903,0.007107083,NEGATIVE,0.998006284236908,NEGATIVE,0.998006284236908
aren't you worried? aren't you worried? don't you worry...,1,0.033679314,0.007684224,0.750583291,0.006711654,0.081976913,0.05560036,0.063764296,POSITIVE,0.9919847846031189,POSITIVE,0.9919847846031189
"Instead of getting calmer, this heart is getting more restless",1,0.04554835,0.012280906,0.762823164,0.003019075,0.115179911,0.051976651,0.00917194,NEGATIVE,0.9657958149909973,NEGATIVE,0.9657958149909973
can i tap the dm or not? I'm very nervous thinking,1,0.000744292,0.000515491,0.993211269,0.000891818,0.001612634,0.00179951,0.001224937,NEGATIVE,0.9978773593902588,NEGATIVE,0.9978773593902588
Finally restless again uhh mmhhh ahh,1,0.004209728,0.006570156,0.902218282,0.001645473,0.037203357,0.033433959,0.014718992,NEGATIVE,0.9971780776977539,NEGATIVE,0.9971780776977539
"No need to run, just walk one by one the stones that are being stepped on slowly and absorb it without feeling anxious and full of emotions",1,0.001709549,0.000852536,0.984342396,0.001307217,0.00649967,0.003102722,0.002185999,POSITIVE,0.9964565634727478,POSITIVE,0.9964565634727478
"Lately I'm feeling scared & very anxious thinking about the day for tomorrow's work inspector . Honestly, I'm really scared because I'm not very close to friends, I'm afraid I can't, I'm afraid to disappoint, and if I suddenly remember I cry",1,0.000730259,0.000232062,0.995638788,0.000819261,0.00058544,0.00102696,0.000967072,NEGATIVE,0.9944416880607605,NEGATIVE,0.9944416880607605
"This is why I can't sleep, I'm so restless...",1,0.005963834,0.009767548,0.834581256,0.001634402,0.084516905,0.054792922,0.008743146,NEGATIVE,0.9962849617004395,NEGATIVE,0.9962849617004395
I want to exhale the restlessness in my chest with my breath,1,0.114753254,0.190533012,0.0669953,0.005636837,0.13932471,0.471876115,0.010880742,POSITIVE,0.993164598941803,POSITIVE,0.993164598941803
Restless restlessness accompanies,1,0.007104163,0.010547871,0.033869058,0.045105435,0.679851174,0.215080887,0.008441448,NEGATIVE,0.9864120483398438,NEGATIVE,0.9864120483398438
hlt! why do i like to be nervous tbtb keep worrying so much that i sweat,1,0.002454539,0.000173602,0.990855455,0.002032593,0.000832532,0.002052266,0.001598938,NEGATIVE,0.9898532032966614,NEGATIVE,0.9898532032966614
"Not many people are sure of their prayers, not many people are faithful to wait with what is prayed for. Prayer is unique, there is hope and feeling, there is worry and anxiety, there is tears and happiness. But the end of the prayer will always be the best for humans.",1,0.007659879,0.002854186,0.849405408,0.009835494,0.110601187,0.011464015,0.008179893,POSITIVE,0.999717652797699,POSITIVE,0.999717652797699
"I wonder why my heart beats like that sometimes for weeks, then it's back to normal for a few weeks, does anyone know why this isn't it? Or maybe I'm often anxious and stressed, okay?",1,0.009309544,0.003302663,0.834676147,0.002238952,0.018778203,0.008241702,0.123452894,NEGATIVE,0.9951449036598206,NEGATIVE,0.9951449036598206
"I'm so nervous I swear, the views are getting slower",1,0.001161448,0.000860568,0.98904407,0.001152432,0.002176784,0.001684508,0.00392031,NEGATIVE,0.9993070363998413,NEGATIVE,0.9993070363998413
Just woke up feeling restless and sore ™„,1,0.003635944,0.002094929,0.974903524,0.000768655,0.007280898,0.008571479,0.002744491,NEGATIVE,0.9973424077033997,NEGATIVE,0.9973424077033997
I'm so worried 5 days of not coming home wey,1,0.002426426,0.000320846,0.956775963,0.004148143,0.003869981,0.025876431,0.006582193,NEGATIVE,0.9974462985992432,NEGATIVE,0.9974462985992432
My life is chaos. There is no solution. Fear of the uncertain. Restless direction.,1,0.00650008,0.001185147,0.946883678,0.001521909,0.020127239,0.022299148,0.001482738,NEGATIVE,0.9995253086090088,NEGATIVE,0.9995253086090088
UNDERSTANDING FEEL FEELING«,1,0.021694142,0.030787747,0.001593584,0.835233569,0.085606769,0.02048366,0.004600591,POSITIVE,0.9991127848625183,POSITIVE,0.9991127848625183
I really can't be told to just listen to it for hours. Immediately anxious innate.,1,0.00526688,0.002896593,0.935031891,0.002468275,0.036827359,0.003612936,0.013896213,POSITIVE,0.6360117793083191,POSITIVE,0.6360117793083191
I haven't given up… just a little restless.,1,0.006886308,0.006623802,0.877166569,0.001957159,0.076437704,0.024742665,0.006185714,NEGATIVE,0.9087154865264893,NEGATIVE,0.9087154865264893
Actually I'm worried. The original looks really scared. I've come to play/bite my nails :(,1,0.003883337,0.001646359,0.968227386,0.001709796,0.00805966,0.012739951,0.0037335,NEGATIVE,0.9973552227020264,NEGATIVE,0.9973552227020264
"If I'm honest, I've been nervous since that day even though I said it wasn't....",1,0.002616073,0.003258585,0.965781152,0.002203378,0.017581623,0.005193918,0.003365332,NEGATIVE,0.8856633305549622,NEGATIVE,0.8856633305549622
"Lately, I've been feeling restless and restless. Haihh",1,0.001409323,0.001040612,0.989065886,0.00079771,0.002973258,0.003228131,0.001485083,NEGATIVE,0.9832150340080261,NEGATIVE,0.9832150340080261
"I'm so nervous, why isn't it?",1,0.001340373,0.000939806,0.987232327,0.001029617,0.003233932,0.002056396,0.004167502,NEGATIVE,0.9965655207633972,NEGATIVE,0.9965655207633972
"The default bat is restless, I don't know why",1,0.035295784,0.025745301,0.586458325,0.002095178,0.299824923,0.015013023,0.035567522,NEGATIVE,0.9988375306129456,NEGATIVE,0.9988375306129456
you know you're restless,1,0.010331461,0.001849116,0.942147911,0.001352231,0.033117477,0.006462099,0.00473966,NEGATIVE,0.9912379384040833,NEGATIVE,0.9912379384040833
"Restless,. Locked in all motion. Whipped in the brain noisy debate about decisions. Make friends with fear and risk",1,0.018004203,0.005607656,0.762732565,0.00302796,0.164746776,0.040017162,0.005863615,NEGATIVE,0.9661805033683777,NEGATIVE,0.9661805033683777
"Wow, I'm getting restless, let's sleep",1,0.009404272,0.010927264,0.6592834,0.001853242,0.079548687,0.025961377,0.213021755,NEGATIVE,0.9977414608001709,NEGATIVE,0.9977414608001709
"I swear I'm so nervous, why don't you",1,0.001470615,0.001093821,0.986742079,0.001199619,0.004005478,0.002350517,0.003137946,NEGATIVE,0.9972295165061951,NEGATIVE,0.9972295165061951
"I was a little worried that the afternoon class would actually be able to reach the target. But God just gave a way, wednesday class was moved even though it was a quiz. At least later in the morning you can make out with data until iftar",1,0.011969606,0.001928937,0.775479317,0.009315457,0.096100561,0.020162812,0.085043289,POSITIVE,0.9711508750915527,POSITIVE,0.9711508750915527
"–¤ When you're anxious or nervous, do you feel like your heart feels weird, doesn't it? Is it just me?",1,0.003344439,0.00680739,0.917319477,0.00213981,0.010444558,0.004097392,0.055847026,NEGATIVE,0.97944176197052,NEGATIVE,0.97944176197052
"Come on, come on, let's go... 10 years could be passed before, it's not even a month yet, I'm already restless",1,0.019179396,0.010661402,0.850765824,0.002826513,0.080143087,0.015627125,0.020796694,NEGATIVE,0.997477114200592,NEGATIVE,0.997477114200592
"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy",1,0.035169397,0.010697893,0.19227083,0.009960612,0.698634505,0.037312012,0.015954711,NEGATIVE,0.9969909191131592,NEGATIVE,0.9969909191131592
"Restless, restless, become one. Can't agree. Can't even sleep",1,0.015807105,0.018001048,0.712091923,0.002648796,0.175208047,0.07078094,0.005462168,NEGATIVE,0.9962652325630188,NEGATIVE,0.9962652325630188
"May May be accompanied by good news. The injured, get well soon. Sorrow turns to love. Quieter anxiety. And prayers that are more patient...#senjamu",1,0.001446072,0.000317088,0.010316622,0.003592718,0.004372435,0.978045344,0.001909666,POSITIVE,0.9890523552894592,POSITIVE,0.9890523552894592
"Since then, the chicken cake has been restless and wants to lay eggs.",1,0.018990964,0.022701371,0.744312227,0.003848217,0.18724525,0.017419724,0.005482421,NEGATIVE,0.9955403208732605,NEGATIVE,0.9955403208732605
